id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
6585852,1 bedroom close to central park,1263574,lauren,manhattan,upper west side,40.80133,-73.96574,private room,60,4,5,2015-07-22,0.1,1,0
6590549,luxury 1bdrm w/ private terrace,6495511,kari,brooklyn,williamsburg,40.71214,-73.95111,entire home/apt,175,3,5,2016-08-15,0.1,1,0
6590569,private bedroom in chelsea,20113500,clement,manhattan,chelsea,40.74465,-73.9955,private room,110,3,2,2015-09-06,0.04,1,0
6599302,"an entire, lovely nyc apartment",15386409,mateo,manhattan,harlem,40.82879,-73.93821,entire home/apt,80,3,3,2017-08-15,0.06,1,0
6601120,entire place in williamsburg. rustic den.,34534668,gohe,brooklyn,williamsburg,40.71297,-73.96409,entire home/apt,165,2,5,2018-04-29,0.27,1,0
6601683,sunny lrg 1 br in chilled bushwick,5226684,kate,brooklyn,bushwick,40.70338,-73.91374,private room,45,1,2,2015-08-07,0.04,1,0
6609293,spacious brownstone apt in park sl,26228337,jon,brooklyn,park slope,40.6801,-73.97918,entire home/apt,120,7,20,2018-05-18,0.43,1,0
6612941,1 bedroom apt. sunnyside queens!,33976673,jake,queens,sunnyside,40.74137,-73.9234,private room,60,7,11,2015-09-29,0.22,1,0
6619100,cozy studio in the heart of chelsea,34642925,anastasia,manhattan,chelsea,40.74327,-73.99807,entire home/apt,230,2,1,2015-06-07,0.02,1,0
6622389,bright and spacious in trendy area,5025809,sarah,brooklyn,crown heights,40.6737,-73.95913,entire home/apt,100,1,1,2015-07-06,0.02,1,0
6627016,spacious 1br in prime williamsburg,263614,justin,brooklyn,williamsburg,40.71932,-73.95446,entire home/apt,250,3,1,2015-06-25,0.02,1,0
6627254,private room - perfect location!,10899109,dave & nat,brooklyn,south slope,40.66526,-73.98449,private room,100,2,1,2015-06-26,0.02,1,0
6628117,cozy room in heart of williamsburg,24839107,brittany,brooklyn,williamsburg,40.71681,-73.96141,private room,80,1,7,2015-11-02,0.14,1,0
6636968,1 br and a sleeper sofa,34738375,robert,brooklyn,prospect-lefferts gardens,40.66205,-73.96301,entire home/apt,150,5,12,2018-01-04,0.34,1,0
6637311,spacious contemporary nomad loft,34740215,previn,manhattan,midtown,40.74801,-73.98817,entire home/apt,225,3,11,2016-05-16,0.23,1,0
6638377,lightfilled studio in brooklyn,31889552,chris,brooklyn,fort greene,40.68711,-73.9747,entire home/apt,95,3,1,2015-07-27,0.02,1,0
6638446,"modern, spacious 2br apartment",23032146,florian,manhattan,washington heights,40.84239,-73.93574,entire home/apt,139,4,3,2016-09-27,0.07,1,0
6644669,1 bedroom upper west side apartment,34779392,joseph,manhattan,upper west side,40.77689,-73.98103,entire home/apt,135,5,8,2019-05-18,0.16,1,0
6645263,brooklyn at its finest,351650,nick,brooklyn,williamsburg,40.71084,-73.96557,entire home/apt,175,3,2,2016-07-06,0.05,1,0
6646009,loft space in south williamsburg!,4580943,brian,brooklyn,williamsburg,40.70569,-73.95329,private room,50,1,1,2015-06-12,0.02,1,0
6649555,amazing 1br - heart of west village,20700509,gunnar,manhattan,west village,40.73592,-74.00492,entire home/apt,169,4,11,2016-03-19,0.22,1,0
6650704,"beautiful, comfortable park slope home",18081869,francesca,brooklyn,south slope,40.66561,-73.98843,entire home/apt,173,3,1,2015-07-27,0.02,1,0
6652353,bienvenue à ny - 2bdm with a view,7106617,nacer,manhattan,upper west side,40.79828,-73.97231,entire home/apt,150,5,6,2016-08-30,0.12,1,0
6654081,4-br townhouse on quiet brooklyn block,2979971,anna,brooklyn,prospect-lefferts gardens,40.66016,-73.95382,entire home/apt,205,3,1,2019-01-06,0.16,1,0
6655786,"sunny, modern 1 bedroom condo",7088466,carly,brooklyn,prospect heights,40.67904,-73.967,entire home/apt,165,2,13,2016-07-04,0.27,1,0
6657134,"spacious 2br/2ba, great location!",1131394,jeremy,manhattan,upper east side,40.78071,-73.95309,entire home/apt,240,5,4,2019-02-23,0.09,1,0
6657454,spacious & sunny in clinton hill :),6913285,marc,brooklyn,bedford-stuyvesant,40.69154,-73.95544,entire home/apt,95,5,4,2016-06-03,0.08,1,0
6659371,cute mid-century bushwick sleeps 3!,192349,peter,brooklyn,bushwick,40.70323,-73.92836,entire home/apt,99,1,3,2015-09-09,0.06,1,0
6660816,light filled apartment on tree-lined street,1546620,alison,brooklyn,bedford-stuyvesant,40.68657,-73.94072,entire home/apt,100,3,1,2016-10-06,0.03,1,0
6661923,"hell´s kitchen, cozy functional 2br",15008796,admir,manhattan,hell's kitchen,40.7611,-73.99316,entire home/apt,150,4,1,2015-07-05,0.02,1,0
6673630,stylish l.e.s studio,6591262,natasha,manhattan,lower east side,40.71661,-73.98916,entire home/apt,150,3,1,2015-08-01,0.02,1,0
6674155,upper east side alcove studio,1208337,sandra,manhattan,upper east side,40.76832,-73.96118,entire home/apt,200,1,4,2016-01-31,0.08,1,0
6679063,luxury apt near time square,7409073,leiya,manhattan,hell's kitchen,40.75885,-73.99584,private room,130,7,2,2015-11-07,0.04,1,0
6684697,"modern williamsburg apt w/gym, roof",315082,nicholas,brooklyn,williamsburg,40.70877,-73.94889,entire home/apt,125,3,20,2017-05-07,0.4,1,0
6686140,1 bedroom apartment in nolita,6743604,lauren,manhattan,nolita,40.72227,-73.99526,entire home/apt,130,1,13,2016-10-09,0.26,1,0
6688119,cozy apartement,35005938,carole,brooklyn,south slope,40.66136,-73.98437,entire home/apt,199,1,1,2015-06-06,0.02,1,0
6688617,"quiet, spacious, safe studio in bk",35008385,abe,brooklyn,williamsburg,40.71366,-73.94021,entire home/apt,49,7,1,2015-06-09,0.02,1,0
6691723,bright cozy lux 1br w/balcony,35025150,chris,brooklyn,williamsburg,40.72006,-73.95694,entire home/apt,180,2,6,2019-01-02,0.14,1,0
6692573,sunny 1br in hip east village,35030648,corey,manhattan,east village,40.72354,-73.9819,private room,108,2,17,2016-08-01,0.35,1,0
6692975,cozy room in chelsea,29417590,alice,manhattan,chelsea,40.7465,-73.991,private room,100,1,2,2015-08-24,0.04,1,0
6700860,"family friendly, brooklyn, nyc 2br",35075473,amanda,brooklyn,carroll gardens,40.67885,-74.00027,entire home/apt,150,5,5,2016-08-28,0.1,1,0
6703106,"cozy 1br in williamsburg, brooklyn",34841020,tara,brooklyn,williamsburg,40.71056,-73.94906,private room,110,1,1,2015-06-18,0.02,1,0
6706074,beautiful neighborhood,25071191,khamis,queens,ditmars steinway,40.78112,-73.91079,entire home/apt,110,5,5,2018-09-10,0.1,1,0
6709867,large private room in prime bk,11039369,mike,brooklyn,fort greene,40.68881,-73.97391,private room,55,1,1,2016-03-24,0.02,1,0
6712618,"big room 2 blocks from central park, uws manhattan",22651758,tiphaine,queens,sunnyside,40.74147,-73.91997,entire home/apt,85,1,2,2015-09-08,0.04,1,0
6716066,harlem/columbia historic landmark,6226676,aparna,manhattan,harlem,40.80748,-73.94922,entire home/apt,120,2,1,2015-06-24,0.02,1,0
6716160,park slope family oasis w/ patio,171653,stefanie,brooklyn,park slope,40.6669,-73.97827,entire home/apt,250,2,1,2016-09-11,0.03,1,0
6716199,large private bedroom,31765814,yassine,queens,astoria,40.76561,-73.92056,private room,85,1,3,2019-05-12,0.06,1,0
6716444,large and quiet private bedroom,24466159,tim,manhattan,east village,40.72879,-73.98575,private room,100,7,2,2015-06-26,0.04,1,0
6722799,spacious 2 br sun-filled apartment  in chelsea,21079341,georgina,manhattan,chelsea,40.74558,-74.00325,entire home/apt,260,2,2,2018-12-30,0.18,1,0
6728550,"cozy, spacious bedstuy pad",34058193,beverly,brooklyn,bedford-stuyvesant,40.68972,-73.95629,entire home/apt,60,5,5,2015-11-25,0.1,1,0
6730056,sunny studio in chelsea,7186661,sabrina,manhattan,chelsea,40.74688,-74.00145,entire home/apt,200,1,4,2017-09-16,0.09,1,0
6731170,nice & sweet apartment in manhhatan,24131487,liu,manhattan,harlem,40.80352,-73.95079,entire home/apt,109,3,1,2015-08-29,0.02,1,0
6731830,williamsburg apartment on bedford,30345458,thomas,brooklyn,williamsburg,40.71444,-73.96024,entire home/apt,98,3,8,2017-06-24,0.21,1,0
6737815,chic modern apt w/ view of hudson,10576227,alexander,manhattan,chelsea,40.7481,-74.00533,entire home/apt,200,5,1,2015-07-05,0.02,1,0
6738207,heart of lower east side,8965532,claire,manhattan,lower east side,40.71937,-73.99098,entire home/apt,120,1,11,2017-06-29,0.27,1,0
6741094,gorgeous luxury apartment,35299368,adriana,manhattan,murray hill,40.74798,-73.9814,private room,200,1,1,2015-06-21,0.02,1,0
6743935,whole west village studio,740756,lydia,manhattan,west village,40.73742,-74.00171,entire home/apt,199,2,14,2016-05-08,0.29,1,0
6747308,luxury 2 bd with spectacular views,3282552,roger,manhattan,upper west side,40.77818,-73.98959,entire home/apt,256,4,11,2017-07-27,0.23,1,0
6748933,cozy 1 br in ideal location,1490702,amanda,manhattan,chelsea,40.74121,-74.00122,entire home/apt,145,6,2,2017-06-26,0.04,1,0
6759052,bed-stuy apt with central air,5693024,peter,brooklyn,bedford-stuyvesant,40.68675,-73.94497,private room,40,1,1,2015-07-28,0.02,1,0
6759527,room available in sunset park!,35388074,maddie,brooklyn,sunset park,40.64465,-74.01881,private room,150,1,1,2015-06-12,0.02,1,0
6760295,"sunny, couple-friendly masterbedroom in greenpoint",12432739,monica,brooklyn,greenpoint,40.73511,-73.95551,private room,75,7,1,2016-11-15,0.03,1,0
6760353,city living in a suburb on nyc,35391852,sunita,brooklyn,bushwick,40.69545,-73.92336,entire home/apt,85,5,2,2015-06-20,0.04,1,0
6760893,central park / full apartment / 5th ave,11631535,scott,manhattan,east harlem,40.79596,-73.94958,entire home/apt,124,3,6,2016-08-26,0.14,1,0
6761717,brooklyn heights brownstone duplex,1549503,alison,brooklyn,brooklyn heights,40.69009,-73.99355,entire home/apt,195,3,1,2015-06-28,0.02,1,0
6763899,"bright, spacious room in manhattan",5360450,sarah,manhattan,harlem,40.81791,-73.95357,private room,60,1,5,2015-09-15,0.1,1,0
6764999,"large, light-filled w. village condo w/river views",35415860,debra,manhattan,west village,40.7342,-74.00854,entire home/apt,225,2,6,2016-08-28,0.12,1,0
6765965,williamsburg cozy apartement,35421272,joffrey,brooklyn,williamsburg,40.71128,-73.954,entire home/apt,119,4,6,2016-09-26,0.12,1,0
6766662,gorgeous 1 bedroom: balcony + view!,35426209,talia,queens,astoria,40.76964,-73.91402,entire home/apt,150,3,3,2016-08-01,0.06,1,0
6766908,renovated & spacious apt.,308930,andres,brooklyn,prospect-lefferts gardens,40.65577,-73.95903,entire home/apt,130,5,7,2017-12-18,0.15,1,0
6776230,ridgewood 2 bedroom,35474215,gregory,queens,ridgewood,40.70966,-73.90064,entire home/apt,100,4,1,2015-07-15,0.02,1,0
6776711,"classic nyc, upper east side apt",35476099,alec,manhattan,upper east side,40.76966,-73.95319,entire home/apt,150,5,2,2016-12-26,0.04,1,0
6778776,private room in bohemian haven,18591697,heidi,manhattan,washington heights,40.83705,-73.9399,private room,55,7,4,2016-07-31,0.09,1,0
6779136,west village on the hudson river,35488245,jillian,manhattan,west village,40.73212,-74.01051,entire home/apt,195,1,1,2015-08-25,0.02,1,0
6784171,bright and clean little italy apt.,18268348,paul,manhattan,little italy,40.71968,-73.9968,private room,110,4,12,2017-08-02,0.26,1,0
6784669,charming one bedroom upper east,29509026,melissa,manhattan,upper east side,40.76644,-73.95803,entire home/apt,130,1,6,2016-06-01,0.13,1,0
6792415,family getaway with amazing roof.,8198108,gabriel,brooklyn,greenpoint,40.72278,-73.94478,entire home/apt,140,2,8,2016-08-15,0.17,1,0
6792888,one br sunny apt-15 min from timesq,35340889,uros,queens,sunnyside,40.74589,-73.91956,entire home/apt,89,5,4,2015-10-09,0.09,1,0
6798811,"spacious, quiet and comfortable 1br",33279657,mariya,brooklyn,midwood,40.61291,-73.94972,entire home/apt,85,2,20,2017-04-26,0.41,1,0
6804319,"big, sunny garden apt in brooklyn",20279153,matthew,brooklyn,crown heights,40.67702,-73.96261,entire home/apt,250,5,3,2017-07-01,0.06,1,0
6807281,bright spacious 1br on the park,35634594,eden,brooklyn,prospect-lefferts gardens,40.66233,-73.9615,entire home/apt,130,7,1,2015-08-14,0.02,1,0
6807871,manhattan studio,35637698,yaniv,manhattan,kips bay,40.74362,-73.98058,entire home/apt,100,6,4,2016-10-10,0.08,1,0
6809332,"cozy, warm home in the west village",198010,shenaz,manhattan,west village,40.73728,-74.00773,entire home/apt,95,5,4,2016-02-21,0.09,1,0
6812270,bushwick/bed stuy border,21130473,justin,brooklyn,bedford-stuyvesant,40.68587,-73.92094,private room,40,5,4,2015-11-25,0.08,1,0
6821839,"1 br apt., historic jackson heights",35726649,chris,queens,jackson heights,40.75129,-73.88784,entire home/apt,135,5,8,2019-06-29,0.17,1,0
6821978,"charming, sunny home in heart of bk",13219494,new,brooklyn,clinton hill,40.68636,-73.96207,entire home/apt,125,1,1,2015-07-14,0.02,1,0
6823578,beautiful home in the heights,35350208,zachary,manhattan,washington heights,40.84872,-73.93633,private room,69,1,1,2015-07-18,0.02,1,0
6831518,awesome location with best commute,35788303,kimihiro,manhattan,chelsea,40.74733,-73.99023,private room,99,1,17,2019-01-01,0.39,1,0
6833000,studio in the heart of manhattan,1587123,raymond,manhattan,upper east side,40.76716,-73.96366,entire home/apt,135,3,4,2016-05-24,0.09,1,0
6833049,sunny spacious 1br in west village,1787313,lauren,manhattan,west village,40.73185,-74.00271,entire home/apt,150,4,5,2017-12-11,0.1,1,0
6837529,1 br available in lovely les unit,35829854,ben,manhattan,lower east side,40.72082,-73.98592,private room,135,1,6,2016-05-07,0.12,1,0
6843145,"perfect, 1 block from central park",5361360,michael,manhattan,upper west side,40.78787,-73.97116,entire home/apt,200,3,6,2017-07-17,0.16,1,0
6845877,big & bright & elevator on the ues,14171882,brett,manhattan,upper east side,40.77372,-73.94986,entire home/apt,120,1,6,2016-09-11,0.12,1,0
6852731,cozy apt in very hip greenpoint!,2407990,linsy,brooklyn,greenpoint,40.72982,-73.95503,entire home/apt,120,3,2,2015-12-14,0.05,1,0
6853661,"clean, spacious les 1 bdrm",35914632,pete,manhattan,lower east side,40.71905,-73.98487,entire home/apt,250,2,2,2015-09-28,0.04,1,0
6854221,convenient room in greenpoint,14495918,sam,brooklyn,greenpoint,40.73376,-73.95443,private room,40,7,2,2016-08-24,0.05,1,0
6854372,beautiful bedroom in brooklyn,1461503,phillip,brooklyn,bedford-stuyvesant,40.68645,-73.92425,private room,55,1,2,2015-10-25,0.04,1,0
6862600,bright parkside brownstone,21705761,jonathan,brooklyn,park slope,40.66722,-73.97811,entire home/apt,215,2,2,2016-04-05,0.05,1,0
6863948,studio + loft space in gramercy,3313475,mimi,manhattan,kips bay,40.74229,-73.98165,entire home/apt,150,2,2,2015-07-25,0.04,1,0
6866061,delightful & roomy 1 bdrm apt,4939720,masha,brooklyn,crown heights,40.66689,-73.95882,entire home/apt,88,1,8,2016-01-29,0.17,1,0
6871251,large uws apartment by the park,34780872,natalie,manhattan,upper west side,40.7787,-73.98088,entire home/apt,259,3,20,2017-12-30,0.41,1,0
6879485,charming classic brooklyn railroad,26490481,matthew,brooklyn,greenpoint,40.72424,-73.95303,entire home/apt,125,1,1,2015-08-29,0.02,1,0
6880990,en suite room  upper west side,36055888,ryan,manhattan,harlem,40.83019,-73.94991,private room,75,2,1,2015-07-26,0.02,1,0
6882689,cool centrally located les apt.,4040200,bobby,manhattan,lower east side,40.71952,-73.98535,entire home/apt,198,2,17,2016-04-05,0.35,1,0
6884254,cozy quiet room off of broadway,19789003,mike,brooklyn,bedford-stuyvesant,40.68666,-73.91972,private room,35,1,1,2015-08-22,0.02,1,0
6884974,private bedroom in cozy loft,7238334,ethan,brooklyn,greenpoint,40.72253,-73.94733,private room,110,1,1,2015-07-20,0.02,1,0
6885805,private room in south williamsburg,5743711,frasier,brooklyn,williamsburg,40.70748,-73.95503,private room,75,2,2,2015-10-11,0.04,1,0
6887405,private room in comfy nyc apt!,11081099,rob,manhattan,harlem,40.82878,-73.94625,private room,50,1,1,2015-06-27,0.02,1,0
6895123,"large, sunny 1 br  greenpoint",7107154,zyanna,brooklyn,greenpoint,40.73659,-73.95354,entire home/apt,95,5,4,2017-01-01,0.11,1,0
6901484,williamsburg - berry and n 9th,36166165,johnathon,brooklyn,williamsburg,40.71909,-73.95811,private room,62,1,1,2017-09-17,0.05,1,0
6909447,cozy & perfectly located studio,36207962,ariel,manhattan,upper west side,40.78267,-73.97661,entire home/apt,150,3,13,2015-11-28,0.26,1,0
6909615,nifty room near express a train!,36208205,jakob,manhattan,washington heights,40.84666,-73.9379,private room,45,1,1,2015-08-25,0.02,1,0
6910072,sunny room in bushwick & central ac,36211685,vienna,queens,ridgewood,40.70588,-73.91464,private room,85,1,1,2015-08-17,0.02,1,0
6913431,garden level nest in brooklyn,36229779,juliana,brooklyn,bedford-stuyvesant,40.68512,-73.95767,entire home/apt,105,1,9,2015-08-09,0.18,1,0
6913795,nevena's,10716661,dimitrios,queens,ditmars steinway,40.77228,-73.91345,entire home/apt,75,3,2,2016-01-31,0.04,1,0
6914516,large bedroom with private terrace,36237566,nora,manhattan,east village,40.72714,-73.97894,private room,100,1,1,2015-11-18,0.02,1,0
6919971,studio apartment on upper west side,36268893,brittany nicole,manhattan,upper west side,40.80108,-73.9705,entire home/apt,70,1,1,2016-07-18,0.03,1,0
6921831,home sweet harlem,36279488,brian,manhattan,harlem,40.8122,-73.95246,private room,172,3,8,2017-10-30,0.17,1,0
6921974,williamsburg studio,35921273,andrew,brooklyn,williamsburg,40.7173,-73.9532,entire home/apt,160,1,1,2015-07-14,0.02,1,0
6921984,the perfect west village stay!,619693,nick,manhattan,west village,40.73323,-74.00434,entire home/apt,198,2,3,2016-10-22,0.07,1,0
6923000,williamsburg luxury apartment,1164568,emilie,brooklyn,williamsburg,40.71199,-73.96022,entire home/apt,180,3,3,2016-08-25,0.06,1,0
6923161,cozy room just off central park,36285615,selim,manhattan,harlem,40.80152,-73.9509,private room,90,2,12,2016-07-05,0.24,1,0
6925777,lofty/sunny private rm in bushwick!,26330490,sandy,brooklyn,bushwick,40.70479,-73.92316,private room,40,7,5,2016-08-09,0.11,1,0
6926686,clean and comfy room avail in soho!,4667102,alexia,manhattan,little italy,40.7185,-73.99805,private room,95,5,1,2015-08-24,0.02,1,0
6933582,cozy home in the heart of astoria,35914251,loren,queens,astoria,40.76371,-73.92049,entire home/apt,100,4,2,2015-12-31,0.04,1,0
6934249,"location, light, and charm",24465231,gael,brooklyn,greenpoint,40.72464,-73.9533,entire home/apt,149,7,7,2018-07-01,0.15,1,0
6936903,williamsburg oasis w/ private yard!,36369314,rinat,brooklyn,williamsburg,40.71616,-73.94352,entire home/apt,199,7,3,2016-08-07,0.06,1,0
6937480,bushwick beaut! private bed & bath,36373090,erika,brooklyn,bushwick,40.70043,-73.92167,private room,70,5,1,2015-08-19,0.02,1,0
6938827,prime apartment in prime park slope location!,36381094,gidon,brooklyn,park slope,40.67177,-73.97882,entire home/apt,229,3,22,2018-12-26,0.46,1,0
6939024,chic 1 br in east village,34930811,paloma,manhattan,east village,40.72517,-73.98742,entire home/apt,195,1,15,2015-12-06,0.31,1,0
6939758,mid-century apt. next to subway,3266476,jack,manhattan,kips bay,40.74206,-73.98014,private room,100,5,11,2018-05-31,0.23,1,0
6939859,"nice room, very close to the subway",36388501,loralee,brooklyn,williamsburg,40.70658,-73.93801,private room,50,3,5,2015-09-16,0.1,1,0
6946479,lovely 3 story cottage in park slope,204472,raul,brooklyn,south slope,40.66672,-73.98462,entire home/apt,250,3,2,2016-08-28,0.04,1,0
6949104,"chelsea flat-gorgeous, bright, safe",6884282,matthew,manhattan,chelsea,40.74682,-74.00417,private room,135,5,1,2015-08-09,0.02,1,0
6950074,"beautiful, cozy apartment",6434434,jenna,queens,ditmars steinway,40.7789,-73.90688,entire home/apt,110,2,14,2017-12-10,0.29,1,0
6950477,cozy studio in historic brownstone,7253422,nate',manhattan,harlem,40.82599,-73.94545,entire home/apt,76,1,3,2015-08-22,0.06,1,0
6950807,spacious 1bdrm in long island city,36441990,samir,queens,astoria,40.75671,-73.91749,entire home/apt,105,1,5,2016-08-13,0.1,1,0
6952302,2br- downtown brooklyn,31883140,fabiana,brooklyn,fort greene,40.69173,-73.97756,entire home/apt,120,4,1,2016-07-04,0.03,1,0
6953013,one bedroom apt in east harlem,36453453,khaled,manhattan,east harlem,40.79063,-73.94718,entire home/apt,110,5,3,2017-07-24,0.06,1,0
6954288,cozy and chic 1 bedroom!!,14379468,pamela,manhattan,harlem,40.81254,-73.94118,entire home/apt,125,1,4,2016-11-20,0.09,1,0
6956358,spacious & happy gem in les!,7013442,rafael,manhattan,lower east side,40.71996,-73.98729,private room,100,3,2,2015-08-30,0.04,1,0
6956956,spacious room near manhattan!,18091740,brittany,brooklyn,williamsburg,40.70198,-73.947,private room,70,4,1,2016-12-08,0.03,1,0
6957272,"beautiful, spacious & sunny 1br",15647782,reinier,manhattan,upper west side,40.80271,-73.96853,entire home/apt,155,4,10,2017-05-12,0.21,1,0
6957328,williamsburg❤️central location queen bed a/c,330976,daniel,brooklyn,williamsburg,40.70875,-73.95364,private room,85,1,20,2018-07-27,0.42,1,0
6959212,a well equipped studio,28601986,isiah,manhattan,east harlem,40.79952,-73.93502,entire home/apt,84,3,10,2019-01-02,0.21,1,0
6967305,prospect heights garden apartment,36531150,stephanie,brooklyn,prospect heights,40.67886,-73.96802,entire home/apt,164,1,2,2015-08-16,0.04,1,0
6967861,a huge apartment near manhattan,36534042,rabie,brooklyn,fort hamilton,40.62084,-74.03739,entire home/apt,120,7,1,2015-08-01,0.02,1,0
6968737,park slope brooklyn for july,36538690,thomas,brooklyn,south slope,40.6648,-73.98044,entire home/apt,224,4,1,2015-07-31,0.02,1,0
6970005,"artist home, greenwich village, nyc",23026033,charlotte,manhattan,greenwich village,40.73104,-73.99708,entire home/apt,230,7,1,2015-09-19,0.02,1,0
6970965,"cozy and spacious, 1 bedroom, astoria",36551297,sebastian,queens,astoria,40.76194,-73.91881,private room,70,2,8,2016-12-23,0.16,1,0
6972046,large private upper west side room,23574544,maxwell,manhattan,upper west side,40.78567,-73.97665,private room,150,1,7,2015-09-26,0.14,1,0
6972534,nice room in a super nice apartment,21803081,terry,brooklyn,williamsburg,40.71591,-73.9417,private room,55,7,2,2015-08-16,0.04,1,0
6972554,nice 1 br apartment at central park,17155244,drew,manhattan,east harlem,40.7984,-73.94777,entire home/apt,155,4,4,2015-09-08,0.08,1,0
6972673,spacious one bedroom with en-suite,13698410,rawan,brooklyn,clinton hill,40.69489,-73.96496,private room,80,7,12,2017-06-25,0.25,1,0
6973159,bed-stuy belle,4225192,gaby,brooklyn,bedford-stuyvesant,40.6936,-73.94653,private room,40,1,1,2015-07-11,0.02,1,0
6973598,large bedroom in astoria/lic area,36566148,felicia,queens,long island city,40.75328,-73.92244,private room,55,1,5,2015-07-28,0.1,1,0
6974249,prime williamsburg location,6623402,robert,brooklyn,williamsburg,40.7196,-73.95599,entire home/apt,125,1,6,2016-08-28,0.13,1,0
6974801,"1br with roof, balcony, best 'hood!",21175506,peter,brooklyn,greenpoint,40.73006,-73.95694,entire home/apt,165,1,1,2015-07-03,0.02,1,0
6975129,"large room, cozy, 15min manhattan",36575095,hana,brooklyn,clinton hill,40.68409,-73.96531,private room,50,1,1,2015-07-03,0.02,1,0
6976045,cozy apt in lively carroll gardens,1373836,carlotta,brooklyn,carroll gardens,40.68151,-73.99285,entire home/apt,150,5,3,2016-12-27,0.06,1,0
6988793,"perfect for cat, book, park lovers!",13857446,laura,brooklyn,flatbush,40.65371,-73.95623,entire home/apt,90,2,12,2015-12-19,0.25,1,0
6989258,cozy gem in harlem close to all!,7339760,maritza,manhattan,east harlem,40.79243,-73.93952,entire home/apt,130,2,1,2015-08-13,0.02,1,0
6992939,"beautiful cute studio, fort greene",1281637,jessica,brooklyn,fort greene,40.6873,-73.97225,entire home/apt,140,2,1,2015-08-24,0.02,1,0
6999056,manhattan at its best! trendy area,415502,enrica,manhattan,harlem,40.80418,-73.95513,private room,70,1,3,2015-08-21,0.06,1,0
7002269,15 min walk to prospect park!,10945786,keith,brooklyn,prospect-lefferts gardens,40.65887,-73.94882,private room,30,6,1,2015-09-17,0.02,1,0
7002884,studio with east river view,36713105,markus,manhattan,east harlem,40.78551,-73.94167,entire home/apt,99,3,4,2016-06-15,0.1,1,0
7002915,charming uws 1-bedroom w/loft,1599175,louise,manhattan,upper west side,40.77828,-73.9764,entire home/apt,165,3,1,2017-03-20,0.04,1,0
7003788,luxury apt 10mins manhattan,21773199,joo,queens,long island city,40.74406,-73.94504,entire home/apt,149,4,4,2015-10-17,0.09,1,0
7006151,warm cozy manhattan studio,36727985,patricia,manhattan,midtown,40.74379,-73.98795,entire home/apt,177,3,22,2019-06-21,0.45,1,0
7010681,gorgeous garden apt steps to park,36754170,steve,brooklyn,prospect-lefferts gardens,40.65703,-73.95964,entire home/apt,110,1,2,2015-08-10,0.04,1,0
7015831,relaxing bedroom in 6br apartment,36029533,john,brooklyn,bushwick,40.69034,-73.91666,private room,35,1,1,2015-07-28,0.02,1,0
7018619,cozy bedroom in renovated harlem apartment,4783045,delesia,manhattan,harlem,40.81435,-73.94588,private room,52,2,1,2016-07-20,0.03,1,0
7019534,beautiful convenient brooklyn loft,34908118,linda,brooklyn,williamsburg,40.70711,-73.95136,entire home/apt,100,3,5,2016-12-14,0.11,1,0
7023437,loft rental off of graham!,1298759,frances,brooklyn,williamsburg,40.71303,-73.94063,entire home/apt,220,7,2,2016-08-23,0.04,1,0
7024303,lightfilled one bedroom loft,2750745,sarah,brooklyn,bedford-stuyvesant,40.69039,-73.95947,entire home/apt,120,2,4,2017-10-29,0.08,1,0
7024538,sublet entire apt in brooklyn,16112564,laszlo jakab,brooklyn,brooklyn heights,40.69382,-73.99334,entire home/apt,130,7,1,2015-06-29,0.02,1,0
7024774,our beautiful apt in fort greene,703023,rebecca,brooklyn,fort greene,40.69276,-73.97061,entire home/apt,205,3,3,2019-06-30,0.06,1,0
7025026,prime west village w/outdoor patio,3011750,drew,manhattan,west village,40.73669,-74.00375,entire home/apt,149,3,5,2016-05-15,0.1,1,0
7032396,large 1br apt + balcony in les!,3716646,elena,manhattan,lower east side,40.72115,-73.98308,entire home/apt,240,5,1,2015-09-16,0.02,1,0
7034609,comfy room close to columbia,36871638,francisco,manhattan,morningside heights,40.81142,-73.95978,private room,70,4,5,2018-01-02,0.1,1,0
7036435,quiet bushwick bedroom,5476372,stonie,brooklyn,bushwick,40.69289,-73.92312,private room,35,1,3,2017-01-11,0.06,1,0
7047076,patio oasis in upper east side,3434070,margaret,manhattan,upper east side,40.77703,-73.94773,entire home/apt,159,4,8,2016-08-08,0.17,1,0
7051619,big studio-one stop from midtown,36980964,christopher,queens,long island city,40.74989,-73.93777,entire home/apt,155,2,5,2015-10-11,0.1,1,0
7054585,"spacious loft in nyc, close to all",24830540,david,brooklyn,williamsburg,40.71188,-73.95088,private room,85,1,1,2015-10-07,0.02,1,0
7062987,full cozy 1 bedroom apt in the ues,4193378,laureen,manhattan,upper east side,40.77269,-73.95055,entire home/apt,140,7,8,2018-01-04,0.18,1,0
7064199,one-month sublet - bright big room,37040263,hector and miriam,brooklyn,bushwick,40.69682,-73.91458,private room,80,1,1,2015-07-14,0.02,1,0
7065307,central soho apartment,4242708,jen,manhattan,soho,40.726,-74.00204,entire home/apt,150,4,12,2019-01-01,0.31,1,0
7065653,modern one bedroom in kips bay (4),1306850,kalpana,manhattan,kips bay,40.7402,-73.97935,entire home/apt,195,2,7,2016-11-19,0.15,1,0
